Manure type.,Nitrogen (total).-------------------lb/ton ------------------,Phosphorus (P 2 O 5 ).-------------------lb/ton ------------------,Potassium (K 2 O).-------------------lb/ton ------------------
Broiler litter b/,59,63,40
Turkey (fresh) a/,27,25,12
Layer a/,35,42,28
Horse b/,9,6,11
,----------------lb/1000 gal ---------------,----------------lb/1000 gal ---------------,----------------lb/1000 gal ---------------
Swine b/,40,37,23
Dairy b/,28,19,25
