,Tolerant T,Moderate tolerance 2 ton/a,Low tolerance 1 ton/a,Very low tolerance 0 to 0.5 ton/a
0,Barley Buckwheat Flax Grain Sor- ghum Millet Oats Rye Wheat,Alfalfa (mature) Corn Onions (>30 days) Orchard crops Soybeans Sunflowers Sweet corn,Broccoli Cabbage Cotton Cucumbers Garlic Green/snap beans Lima beans Peanuts Peas Potatoes Sweet potatoes Tobacco,Alfalfa seedlings Asparagus Cantaloupe Carrots Celery Eggplant Flowers Kiwi fruit Lettuce Muskmelons Onion seedlings (<30 days) Peppers Spinach Squash Strawberries Sugar beets Table beets Tomatoes Watermelons
