,,Macronutrients,Macronutrients,Micronutrients
0,Non-Mineral Mostly from air and water Carbon Hydrogen Oxygen,Primary Mostly from soils Nitrogen Phosphorus Potassium,Secondary Mostly from soils Calcium Magnesium Sulfur,Mostly from soils Iron Manganese Boron Zinc Copper Molybdenum Chlorine Cobalt Nickel
